"url";"titulo_periodico";"h5-index"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTHROPOLOGY&btnG=";"OKH Journal: Anthropological Ethnography and Analysis Through the Eyes of Christian Faith";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTHROPOLOGY&btnG=";"Suomen Antropologi: Journal of the Finnish Anthropological Society";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTHROPOLOGY&btnG=";"Journal of the Anthropological Society of Oxford Online";"3"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTHROPOLOGY&btnG=";"Romanian Journal of Functional & Clinical, Macro & Microscopical Anatomy & of Anthropology/Revista Româna de Anatomie Functionala si Clinica, Macro si Microscopica si de Antropologie";"3"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTHROPOLOGY&btnG=";"Journal of Buddhist Anthropology";"2"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTHROPOLOGY&btnG=";"Tomsk Journal of Linguistics and Anthropology";"2"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ANTIMICROBIAL+CHEMOTHERAPY&btnG=";"Journal of Antimicrobial Chemotherapy";"66"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Journal of Computational and Applied Mathematics";"55"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Annals of applied probability: an official journal of the Institute of Mathematical Statistics";"45"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"International Journal of Applied and Computational Mathematics";"35"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Journal of Applied Mathematics and Computing";"35"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"ZAMM‐Journal of Applied Mathematics and Mechanics/Zeitschrift für Angewandte Mathematik und Mechanik";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"European Journal of Applied Mathematics";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Journal of Applied Mathematics";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"International Journal of Applied Mathematics and Computer Science";"20"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"European Journal of Pure and Applied Mathematics";"20"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Turkish World Mathematical Society Journal of Applied and Engineering Mathematics";"18"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Indian Journal of Pure and Applied Mathematics";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"IAENG International Journal of Applied Mathematics";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"TWMS Journal of Pure and Applied Mathematics";"16"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"IMA Journal of Applied Mathematics";"15"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Japan Journal of Industrial and Applied Mathematics";"15"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Journal of Applied Mathematics and Computational Mechanics";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Applied Mathematics-A Journal of Chinese Universities";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Journal of Applied and Industrial Mathematics";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Journal of applied mathematics & informatics";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MATHEMATICS&btnG=";"Montes Taurus Journal of Pure and Applied Mathematics";"11"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+GERONTOLOGY&btnG=";"Journal of Applied Gerontology";"47"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MICROBIOLOGY&btnG=";"Journal of Applied Microbiology";"68"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MICROBIOLOGY&btnG=";"Journal of Pure & Applied Microbiology";"27"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+MICROBIOLOGY&btnG=";"The Journal of General and Applied Microbiology";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+ORAL+SCIENCE&btnG=";"Journal of Applied Oral Science";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHARMACEUTICAL+SCIENCES&btnG=";"Journal of Applied Research on Medicinal and Aromatic Plants";"37"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHARMACEUTICAL+SCIENCES&btnG=";"International Journal of Applied Pharmaceutics";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHARMACEUTICAL+SCIENCES&btnG=";"Journal of Applied Pharmaceutical Science";"16"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHARMACEUTICAL+SCIENCES&btnG=";"Journal of Applied Pharmaceutical Research";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHARMACEUTICAL+SCIENCES&btnG=";"Journal of Applied Pharmaceutical Sciences and Research";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHARMACEUTICAL+SCIENCES&btnG=";"Nigerian Journal of Pharmaceutical and Applied Science Research";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Psychology";"94"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Physiology";"57"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Phycology";"54"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"European Journal of Applied Physiology";"51"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Sport Psychology";"42"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Developmental Psychology";"40"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Community & Applied Social Psychology";"37"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Social Psychology";"36"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Experimental Psychology: Applied";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"The European Journal of Psychology Applied to Legal Context";"24"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"International Journal of Applied Exercise Physiology";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"International Journal of Applied Positive Psychology";"22"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Professional & Applied Psychology";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Applied Health Studies in Sport Physiology";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Zhongguo Ying Yong Sheng li xue za zhi/Zhongguo Yingyong Shenglixue Zazhi/Chinese Journal of Applied Physiology";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"Journal of Wellbeing Management and Applied Psychology";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"European Journal of Education and Applied Psychology";"4"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+PHYCOLOGY&btnG=";"応用心理学研究/Japanese Journal of Applied Psychology";"3"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"Annals of applied probability: an official journal of the Institute of Mathematical Statistics";"45"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"Journal of Applied Statistics";"33"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"Journal of the Royal Statistical Society Series C: Applied Statistics";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"Journal of Applied Data Sciences";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"Electronic Journal of Applied Statistical Analysis";"11"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"The Korean Journal of Applied Statistics";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+APPLIED+STATISTICS&btnG=";"Chinese Journal of Applied Probability and Statistics";"3"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ARTIFICIAL+ORGANS&btnG=";"The International Journal of Artificial Organs";"26"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ARTIFICIAL+ORGANS&btnG=";"Journal of Artificial Organs";"19"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ASSISTED+REPRODUCTION+AND+GENETICS&btnG=";"Journal of Assisted Reproduction and Genetics";"49"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ASTHMA+AND+ALLERGY&btnG=";"Journal of Asthma and Allergy";"39"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ASTHMA+AND+ALLERGY&btnG=";"Iranian Journal of Allergy, Asthma and Immunology";"20"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ATTENTION+DISORDERS&btnG=";"Journal of Autism and Developmental Disorders";"92"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ATTENTION+DISORDERS&btnG=";"Journal of Attention Disorders";"62"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+ATTENTION+DISORDERS&btnG=";"Review Journal of Autism and Developmental Disorders";"41"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+AUTISM+AND+DEVELOPMENTAL+DISORDERS&btnG=";"Journal of Autism and Developmental Disorders";"92"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+AUTISM+AND+DEVELOPMENTAL+DISORDERS&btnG=";"Review Journal of Autism and Developmental Disorders";"41"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BEHAVIORAL+AND+BRAIN+SCIENCE&btnG=";"Journal of Cognitive-Behavioral Psychotherapy and Research";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BEHAVIORAL+ADDICTIONS&btnG=";"Journal of Behavioral Addictions";"57"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOACTIVE+AND+COMPATIBLE+POLYMERS&btnG=";"Journal of Bioactive and Compatible Polymers";"18"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOETHICAL+INQUIRY&btnG=";"Journal of Bioethical Inquiry";"32"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOINFORMATICS+AND+COMPUTATIONAL+BIOLOGY&btnG=";"Journal of Bioinformatics and Computational Biology";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+RHYTHMS&btnG=";"Journal of Biological Rhythms";"28"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+DYNAMICS&btnG=";"Journal of Biological Dynamics";"22"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+SYSTEMS&btnG=";"Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology";"31"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+SYSTEMS&btnG=";"Journal of Biosystems Engineering";"21"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+SYSTEMS&btnG=";"Journal of Biological Systems";"16"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+SYSTEMS&btnG=";"Journal of Tropical Agricultural Engineering and Biosystems-Jurnal Keteknikan Pertanian Tropis dan Biosistem";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+SYSTEMS&btnG=";"Iranian Journal of Biosystems Engineering";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOLOGICAL+SYSTEMS&btnG=";"Brazilian Journal of Biosystems Engineering";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMECHANICS&btnG=";"Journal of Biomechanics";"52"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMECHANICS&btnG=";"Journal of Biomechanical Engineering";"30"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMECHANICS&btnG=";"Journal of Applied Biomechanics";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMECHANICS&btnG=";"Russian Journal of Biomechanics/Rossijski Zurnal Biomehaniki";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMECHANICS&btnG=";"Journal of Biomechanical Science and Engineering";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMECHANICS&btnG=";"Korean Journal of Applied Biomechanics";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"IEEE Journal of Biomedical and Health Informatics";"113"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"Journal of Biomedical Informatics";"73"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"Journal of Integrative Bioinformatics";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"Journal of Computing & Biomedical Informatics";"15"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"Journal of Bioinformatics and Computational Biology";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"International Journal of Data Mining and Bioinformatics";"7"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"International Journal of Bioinformatics Research and Applications";"6"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+INFORMATICS&btnG=";"Chinese Journal of Bioinformatics";"4"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+MATERIALS+RESEARCH.+PART+A&btnG=";"Journal of Biomedical Materials Research Part A";"56"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+NANOTECHNOLOGY&btnG=";"Journal of Nanoscience and Nanotechnology";"32"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+NANOTECHNOLOGY&btnG=";"Journal of Biomedical Nanotechnology";"26"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+NANOTECHNOLOGY&btnG=";"International Journal of Nanoscience and Nanotechnology";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"International Journal of Biological Sciences";"96"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Saudi Journal of Biological Sciences";"91"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Journal of Biomedical Science";"72"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"International Journal of Reproductive Biomedicine";"24"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"British Journal of Biomedical Science";"22"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Asian Pacific Journal of Tropical Biomedicine";"20"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Pakistan Journal of Biological Sciences: PJBS";"20"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Journal of Health & Biological Sciences";"19"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"International Journal of Biological and Chemical Sciences";"19"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Jordan Journal of Biological Sciences";"18"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Journal of Scientific Research in Medical and Biological Sciences";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Journal of Applied Biomedicine";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Journal of advanced Biomedical and Pharmaceutical Sciences";"13"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Crescent Journal of Medical & Biological Sciences";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"International Journal of Biomedicine";"12"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Egyptian Academic Journal of Biological Sciences. A, Entomology";"10"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Ibnosina Journal of Medicine and Biomedical Sciences";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Bioscientia Medicina: Journal of Biomedicine and Translational Research";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Dhaka University Journal of Biological Sciences";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOMEDICAL+SCIENCE&btnG=";"Egyptian Academic Journal of Biological Sciences, F. Toxicology & Pest Control";"9"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOSOCIAL+SCIENCE&btnG=";"Journal of Biosocial Science";"25"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BIOSTATISTICS+AND+EPIDEMIOLOGY&btnG=";"Journal of Biostatistics and Epidemiology";"8"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BLACK+PSYCHOLOGY&btnG=";"Journal of Black Psychology";"30"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BODYWORK+AND+MOVEMENT+THERAPIES&btnG=";"Journal of Bodywork and Movement Therapies";"39"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BONE+AND+MINERAL+RESEARCH&btnG=";"Journal of Bone and Mineral Research";"67"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BONE+AND+MINERAL+RESEARCH&btnG=";"Journal of Bone and Mineral Research Plus";"34"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BONE+MARROW+TRANSPLANTATION+AND+CELLULAR+THERAPY&btnG=";"JOURNAL OF BONE MARROW TRANSPLANTATION AND CELLULAR THERAPY";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+BREATH+RESEARCH&btnG=";"Journal of Breath Research";"31"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CACHEXIA%2C+SARCOPENIA+AND+MUSCLE&btnG=";"Journal of Cachexia, Sarcopenia and Muscle";"84"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+POLICY&btnG=";"Journal of Cancer Policy";"17"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+RESEARCH+AND+CLINICAL+ONCOLOGY&btnG=";"Journal of Cancer Research and Clinical Oncology";"55"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+THERAPY&btnG=";"Journal of Antimicrobial Chemotherapy";"66"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+THERAPY&btnG=";"Journal of Infection and Chemotherapy";"38"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+THERAPY&btnG=";"European Journal of Cancer Care";"35"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+THERAPY&btnG=";"Journal of Cancer Research and Therapeutics";"27"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+THERAPY&btnG=";"Journal of Chemotherapy";"23"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CANCER+THERAPY&btnG=";"Asian Pacific Journal of Cancer Care";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"European Journal of Heart Failure";"105"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"Journal of Cardiac Failure";"47"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"Journal of Cardiovascular Development and Disease";"38"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"American Journal of Cardiovascular Disease";"21"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"International Journal of Heart Failure";"20"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"International Journal of Cardiology Congenital Heart Disease";"14"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIAC+FAILURE&btnG=";"Indian Journal of Cardiovascular Disease in Women";"5"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIOPULMONARY+REHABILITATION+AND+PREVENTION&btnG=";"Journal of Cardiopulmonary Rehabilitation and Prevention";"31"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CARDIOVASCULAR+COMPUTED+TOMOGRAPHY&btnG=";"Journal of Cardiovascular Computed Tomography";"40"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CELLULAR+AND+MOLECULAR+MEDICINE&btnG=";"Journal of Cellular and Molecular Medicine";"85"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CELLULAR+AND+MOLECULAR+MEDICINE&btnG=";"International Journal of Molecular and Cellular Medicine";"16"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CELLULAR+PHYSIOLOGY&btnG=";"Journal of Cellular Physiology";"86"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CELLULAR+PHYSIOLOGY&btnG=";"American Journal of Physiology-Cell Physiology";"59"
"https://scholar.google.com.br/citations?hl=en&view_op=search_venues&vq=JOURNAL+OF+CELLULAR+PHYSIOLOGY&btnG=";"American Journal of Physiology-Lung Cellular and Molecular Physiology";"50"
